Location,Distance from Junction,Size of House,Number of Rooms,Distance from Metro,Furnished,Parking,Water & Electricity,Rent
K.R Puram,8948.692007055199,381,4,2316.7451901984173,Furnished,Yes,Yes,17400.0
Silk Board,242.06044422529826,200,4,3662.251654544681,Furnished,Yes,Yes,21493.0
Majestic,3486.0246944284568,390,4,26.83528989253725,Furnished,No,No,28681.0
Majestic,7218.00421549856,603,1,759.2763909650868,Furnished,Yes,Yes,27373.0
Majestic,800.8950967116124,359,3,101.78374705490157,Furnished,Yes,Yes,22183.0
Kengeri,1831.6952742829262,347,1,4964.389326913769,Furnished,No,Yes,17526.0
Majestic,5892.857278628511,477,4,3803.123312107353,Furnished,No,No,28407.0
Yelahanka,5599.93671463558,428,4,1867.795488733001,Furnished,Yes,Yes,18532.0
Kengeri,7389.28296130955,200,5,781.4246734838787,Not furnished,Yes,Yes,11546.0
Electronic City,8126.126390881718,281,1,451.91621401725337,Furnished,Yes,Yes,18283.0
Majestic,1285.7957851166911,634,2,2659.5360027545594,Semi-furnished,Yes,No,21398.0
Majestic,183.8098977524205,398,3,4879.456590995994,Furnished,No,Yes,34218.0
Electronic City,6896.385196589061,200,2,3373.05472328882,Furnished,No,Yes,17839.0
Majestic,3013.917957663592,321,2,1825.6918412936473,Furnished,Yes,No,27137.0
Electronic City,6259.839139179536,200,3,2504.2548661874416,Furnished,Yes,No,22022.0
Kengeri,1505.445880622247,200,4,4994.5168396972595,Furnished,Yes,Yes,18369.0
Yelahanka,4690.400466659629,497,5,2593.8311444222522,Furnished,Yes,Yes,24889.0
Electronic City,5044.247460634369,349,4,4821.007428881779,Furnished,Yes,Yes,25574.0
Silk Board,5850.778163732161,427,4,81.80859408913,Furnished,Yes,Yes,20937.0
Electronic City,5131.700163305643,523,1,3604.815641170863,Furnished,Yes,Yes,31367.0
Majestic,4956.907702287139,400,2,3135.8072460655826,Furnished,Yes,Yes,30416.0
Kengeri,3327.3415398385555,459,2,3426.649292286608,Furnished,No,No,14138.0
K.R Puram,711.8023631808624,388,2,2852.835446287264,Furnished,Yes,Yes,26453.0
Kengeri,895.2019679684231,542,5,220.88388120827918,Semi-furnished,Yes,No,15813.0
K.R Puram,4337.782744071536,616,5,747.8196774591295,Furnished,Yes,No,20854.0
Electronic City,3557.9312782099305,379,5,4611.256351676073,Furnished,Yes,Yes,25729.0
Yelahanka,5161.348046744978,373,3,1164.625041835583,Furnished,Yes,Yes,28154.0
Silk Board,3048.3816925626693,398,5,4964.686346634709,Furnished,Yes,Yes,35569.0
Kengeri,6879.1009145532435,334,1,3397.9424219730845,Furnished,No,Yes,18873.0
Majestic,8639.548220095106,289,1,2221.772450630923,Furnished,Yes,No,20254.0
K.R Puram,2988.631887868677,507,4,4600.244282180201,Furnished,Yes,Yes,18339.0
Majestic,1929.8400793902858,290,4,3974.9309480872776,Furnished,Yes,Yes,33060.0
Yelahanka,1161.8057425408913,281,4,2144.82539792451,Not furnished,No,No,26492.0
K.R Puram,6162.540405708124,484,4,342.9648613367803,Furnished,Yes,Yes,31369.0
Kengeri,4438.559911405694,496,1,4341.5228726725045,Furnished,Yes,Yes,16083.0
Electronic City,1880.1571719628896,700,4,3825.199656791706,Furnished,Yes,Yes,19826.0
Majestic,6531.367332918554,532,1,3953.6741864535734,Furnished,Yes,Yes,20810.0
Yelahanka,1484.831830052844,474,5,3724.2936636277773,Semi-furnished,Yes,No,18693.0
Kengeri,5543.007058479526,495,5,1378.7724468904144,Furnished,Yes,Yes,23935.0
Kengeri,5271.483816252647,327,3,4294.228598346687,Furnished,Yes,Yes,9703.0
Kengeri,7342.278011860833,434,4,11.162765720543755,Not furnished,Yes,No,14833.0
Kengeri,551.0963994066675,441,5,1186.3813919187633,Furnished,Yes,No,18602.0
K.R Puram,8878.729318513304,268,5,232.79799412097844,Furnished,No,Yes,27931.0
Kengeri,7029.917261468195,342,2,552.9822833448001,Furnished,No,Yes,20185.0
Majestic,2161.2599834876223,492,2,2661.895687587527,Furnished,Yes,Yes,30631.0
Yelahanka,1834.0534860973967,347,1,186.28094970517205,Semi-furnished,No,No,27067.0
K.R Puram,4316.602141437834,441,3,906.9052385018978,Not furnished,Yes,Yes,21435.0
Kengeri,8175.653295445969,484,2,1163.7007369541386,Furnished,Yes,Yes,19471.0
Silk Board,8429.499931391072,477,3,3276.694025686108,Semi-furnished,Yes,Yes,37122.0
Silk Board,5204.5609213938305,609,5,2344.102622241159,Furnished,No,Yes,29467.0
Yelahanka,8608.108626867375,262,1,2292.0626152772916,Furnished,Yes,Yes,22165.0
Electronic City,54.437091916905715,596,3,3842.1627712881223,Furnished,Yes,Yes,19395.0
Electronic City,351.7463153159661,421,2,2283.6070603716757,Furnished,No,Yes,33755.0
K.R Puram,9118.215936367427,475,5,1742.4437145902316,Furnished,Yes,Yes,15848.0
K.R Puram,7753.31929885916,454,4,4812.255228021664,Furnished,Yes,Yes,29437.0
K.R Puram,4507.0605825038565,446,5,41.466547189284995,Furnished,Yes,Yes,24045.0
Electronic City,7536.101314779871,254,2,1526.965000376919,Semi-furnished,Yes,Yes,17938.0
Silk Board,9556.394617234217,469,2,3046.9635818986153,Not furnished,Yes,No,32853.0
Electronic City,7720.89523881285,200,4,3914.0461802640266,Furnished,Yes,Yes,33840.0
Majestic,8423.71333818322,664,5,4082.064773792821,Furnished,Yes,Yes,30045.0
Kengeri,7606.065813900617,407,3,230.36565927586238,Semi-furnished,Yes,Yes,10269.0
K.R Puram,1682.110924335416,523,3,3545.6602777879393,Furnished,Yes,Yes,22386.0
Silk Board,8335.741096457368,452,5,3601.2682173590847,Not furnished,Yes,Yes,25451.0
Yelahanka,1951.0882002421004,355,3,1070.3971072813406,Furnished,Yes,Yes,15686.0
Yelahanka,8926.11328044147,268,5,563.8751423504601,Furnished,Yes,Yes,20999.0
Kengeri,4586.498980810759,240,5,3748.4307884765108,Furnished,Yes,Yes,21845.0
Silk Board,6769.767523110285,466,2,1247.5000311863905,Furnished,Yes,Yes,37177.0
Electronic City,4972.408478806435,459,1,8.369020418386164,Furnished,No,Yes,30153.0
Electronic City,939.9092941660203,433,2,1117.8630178843052,Furnished,No,Yes,16557.0
Majestic,2907.223076206651,332,3,155.34004408156278,Furnished,Yes,Yes,36742.0
Majestic,9837.31853997006,411,1,1245.933433470643,Furnished,No,No,32133.0
Electronic City,9607.147516698173,286,5,1675.0979116591047,Furnished,Yes,Yes,27896.0
Yelahanka,3204.8689765554727,247,3,1357.0007976897575,Semi-furnished,Yes,No,29509.0
K.R Puram,9962.968042452258,308,4,4599.685335896223,Furnished,Yes,Yes,26585.0
Yelahanka,8455.511954968995,315,3,1162.664736926423,Furnished,Yes,Yes,18953.0
Majestic,6109.594994322547,569,1,2337.6741138905068,Semi-furnished,Yes,Yes,32639.0
Kengeri,401.24620261009494,200,1,4787.1379692202345,Furnished,Yes,Yes,12397.0
Electronic City,9014.468295383795,345,5,4395.997456851111,Furnished,Yes,Yes,27783.0
Majestic,5574.292792643198,444,4,1546.2923726638066,Furnished,Yes,Yes,20917.0
Majestic,8684.761512027695,647,5,1632.4514747873436,Furnished,Yes,Yes,30929.0
K.R Puram,8344.291199057423,258,4,2966.647012547249,Furnished,Yes,Yes,17180.0
Electronic City,8330.062152010862,200,4,4589.314253771149,Furnished,Yes,Yes,25041.0
K.R Puram,6981.738607149051,458,5,49.998977279016586,Furnished,Yes,No,18685.0
Electronic City,2914.1513867604863,374,3,1965.598960925906,Furnished,No,Yes,31215.0
K.R Puram,3361.6025774451987,316,2,4248.877431811119,Furnished,Yes,Yes,20954.0
Yelahanka,3084.6921258268635,415,4,2052.3498919338795,Furnished,Yes,Yes,19570.0
Kengeri,200.45999532564696,479,1,3600.274376099696,Furnished,Yes,Yes,15995.0
Kengeri,5825.689092148112,460,5,3459.6245120610115,Furnished,No,Yes,23971.0
Electronic City,6988.336704460328,395,3,1027.2935481518364,Furnished,Yes,Yes,19805.0
Silk Board,8538.659935252035,547,4,2247.9725218349163,Furnished,Yes,Yes,31498.0
Majestic,1401.6543338273036,379,3,2830.93356406336,Furnished,Yes,No,36731.0
Majestic,5441.8314897680175,356,5,3577.3146762204487,Furnished,Yes,No,19956.0
Electronic City,80.0814067378286,457,1,4111.948157875427,Semi-furnished,No,No,19383.0
K.R Puram,950.9364771072948,200,4,3799.6660558474664,Furnished,Yes,No,18646.0
Silk Board,542.1174420599306,442,4,141.5573369261508,Furnished,No,Yes,27492.0
Yelahanka,7254.780340154869,304,3,3353.189208008327,Furnished,Yes,Yes,27636.0
K.R Puram,810.5956387760316,200,5,2486.577319278366,Not furnished,Yes,Yes,25515.0
K.R Puram,7164.5298155879,413,2,2869.308679267934,Not furnished,No,Yes,26962.0
Electronic City,2496.2470441058335,281,4,1864.8310637293846,Not furnished,Yes,Yes,30791.0
Electronic City,8777.129606969394,200,1,3570.131072934527,Semi-furnished,Yes,Yes,25635.0
Majestic,8131.499883638141,219,4,3369.4425605956662,Furnished,Yes,Yes,18555.0
Electronic City,9578.302174752765,603,4,2897.4324072818276,Furnished,Yes,Yes,15234.0
Electronic City,8837.62015458032,266,2,4308.027662946573,Furnished,Yes,Yes,19097.0
Electronic City,9333.294191163473,398,2,509.50012445819704,Furnished,Yes,Yes,31217.0
Majestic,8587.423965133077,200,5,1505.1163796014182,Furnished,Yes,Yes,30396.0
Yelahanka,6933.819006148554,665,4,2475.6520760141393,Furnished,Yes,Yes,27957.0
Yelahanka,1702.5915212543596,360,4,4793.0240564976775,Furnished,Yes,No,25197.0
Electronic City,2717.0751885409295,247,3,359.816931409096,Furnished,No,Yes,15274.0
Majestic,2127.269661302731,482,3,1685.3874499241856,Furnished,Yes,No,25956.0
Yelahanka,6035.857876582056,657,1,4629.45276862975,Furnished,Yes,Yes,22421.0
K.R Puram,5036.199379736014,288,1,4489.737837245816,Not furnished,Yes,Yes,19846.0
Yelahanka,8670.799971584236,244,3,4326.227853538012,Furnished,Yes,No,17170.0
Yelahanka,9526.728664990756,694,1,1541.9522800069196,Furnished,Yes,Yes,22807.0
Majestic,4048.5988961814433,331,4,4234.178898755027,Furnished,Yes,No,37587.0
K.R Puram,5063.5055328081235,314,2,2526.6970594795935,Not furnished,Yes,Yes,22933.0
Majestic,9715.163568041391,200,4,3098.894220211812,Furnished,No,No,21934.0
Electronic City,2762.3894162314355,344,3,1194.1245273043455,Furnished,Yes,No,20641.0
Kengeri,7923.907753588136,200,5,3533.3694445955057,Furnished,Yes,Yes,12343.0
Yelahanka,2252.399023352463,265,5,1638.4855212781963,Furnished,No,No,22239.0
Kengeri,6814.601154252719,200,3,1719.4021306032575,Furnished,Yes,Yes,22299.0
Majestic,2536.1562763856414,535,4,3184.0858804678774,Furnished,Yes,Yes,35456.0
Majestic,8837.33388831387,200,1,1199.1596108703545,Furnished,Yes,No,29476.0
Majestic,5614.779437366768,200,1,1122.193616229083,Furnished,No,No,29055.0
Kengeri,1859.3364087438458,213,5,1845.8147129803876,Furnished,Yes,Yes,19583.0
Majestic,2243.69175698486,537,3,3890.3181252961676,Not furnished,Yes,No,30399.0
Electronic City,4938.4919570810025,283,3,1123.4102453157464,Furnished,Yes,Yes,22143.0
Majestic,9616.020255748788,303,2,3936.5919527682654,Furnished,Yes,Yes,28353.0
Silk Board,7696.421638836545,421,5,3478.02638582375,Furnished,No,Yes,35560.0
Kengeri,4883.096428258451,327,3,3395.399402350747,Furnished,No,Yes,19147.0
Silk Board,3377.1914456221707,535,2,2373.778368567053,Furnished,Yes,Yes,21244.0
Majestic,5492.684933484426,314,1,3729.4391667967557,Furnished,Yes,Yes,29168.0
Electronic City,7483.608334286197,316,5,67.59760051939512,Not furnished,Yes,No,33686.0
Yelahanka,7839.285884528,689,5,1528.0362908271095,Furnished,Yes,No,16039.0
K.R Puram,3246.0879809694466,358,3,3395.687319119072,Not furnished,Yes,Yes,29079.0
K.R Puram,7211.592682138772,384,3,4936.477121326414,Furnished,Yes,Yes,29011.0
Majestic,6577.887800361861,318,4,12.571705421379754,Semi-furnished,Yes,Yes,27871.0
Electronic City,9591.12291996294,200,1,2549.861325168539,Furnished,Yes,Yes,31936.0
Kengeri,9310.90290508015,480,1,4619.182145185122,Furnished,Yes,No,14505.0
Silk Board,7893.79325603577,599,2,4317.696924083369,Furnished,No,Yes,28907.0
Silk Board,7233.946888549284,538,2,115.68097377210707,Furnished,Yes,Yes,30553.0
Silk Board,2740.4158970427584,266,4,2647.790636753426,Furnished,Yes,No,27532.0
Kengeri,8459.652560985334,324,1,21.435507084667794,Furnished,Yes,Yes,15511.0
K.R Puram,4275.057037133662,402,2,3947.8747411618774,Furnished,Yes,Yes,25015.0
Electronic City,2722.4054250604468,397,1,1544.374210446729,Furnished,Yes,Yes,21875.0
Kengeri,3841.607579534625,452,1,3827.9533095764427,Furnished,Yes,No,22682.0
Silk Board,8359.354900165079,380,2,4723.966708517859,Not furnished,Yes,Yes,35219.0
Majestic,1486.33215577885,295,3,4880.425270775741,Furnished,Yes,Yes,37448.0
Yelahanka,4561.587411198225,370,3,4470.555904390697,Furnished,Yes,Yes,12758.0
Kengeri,4923.575945294897,499,2,1020.7172658748309,Furnished,Yes,Yes,21800.0
Kengeri,366.296975988194,787,4,973.0008496399845,Not furnished,Yes,Yes,20112.0
Electronic City,1957.4602954816532,275,5,3128.9021644311388,Furnished,No,Yes,25987.0
Electronic City,8267.424285758565,383,1,2720.268411239879,Furnished,Yes,Yes,26663.0
Kengeri,8307.673885947606,295,5,47.67303900674425,Furnished,Yes,No,18664.0
Silk Board,2924.1508388424795,396,2,1958.636755756646,Furnished,Yes,No,39308.0
Yelahanka,8748.972345979262,496,1,4533.455027585876,Furnished,Yes,Yes,16281.0
Electronic City,7717.829390683478,318,5,4491.79509459931,Furnished,Yes,Yes,19520.0
Silk Board,4179.074837954095,200,3,1019.5344204801743,Furnished,Yes,Yes,31455.0
Majestic,7484.063444050378,504,4,1909.8153457863039,Furnished,Yes,Yes,27275.0
Electronic City,9613.346311948062,369,5,2801.830054980413,Furnished,Yes,No,33945.0
Silk Board,4589.697180653488,298,4,4263.921325461122,Furnished,No,Yes,35731.0
Silk Board,2384.2717895348364,265,3,2659.9721962067415,Not furnished,Yes,Yes,25889.0
Yelahanka,9418.165000501558,396,5,4840.999062315174,Furnished,No,Yes,27465.0
Yelahanka,6037.442885632565,245,2,3995.26068993944,Furnished,Yes,Yes,20359.0
Majestic,1052.6516248042528,263,1,4765.4593648931095,Semi-furnished,Yes,Yes,37205.0
Silk Board,5726.828158566895,200,3,3657.461091881716,Furnished,Yes,Yes,29233.0
K.R Puram,5005.808894482987,247,4,4388.12069681265,Furnished,Yes,Yes,23523.0
Silk Board,8555.888940755634,444,4,4155.018961889247,Furnished,No,Yes,26962.0
Yelahanka,5306.951897635214,200,3,1269.19240870564,Furnished,Yes,No,18998.0
K.R Puram,2552.3243434428346,522,2,1147.6821172713437,Not furnished,No,No,28742.0
Electronic City,6756.440638648885,200,2,4321.9171272836575,Furnished,Yes,Yes,29276.0
Electronic City,5425.754525355802,372,4,423.3886876016146,Furnished,No,Yes,16441.0
Kengeri,2330.4462826687245,422,3,2042.8180234986592,Semi-furnished,Yes,Yes,13480.0
Yelahanka,5736.2785794290785,473,3,4103.288851427796,Furnished,Yes,Yes,21312.0
Kengeri,8215.355778896861,473,1,4066.196659205868,Not furnished,Yes,Yes,22619.0
K.R Puram,285.70917724010434,337,4,693.9140534013477,Furnished,Yes,Yes,19924.0
Yelahanka,6308.5103864511175,324,2,2438.549004286047,Furnished,Yes,Yes,17322.0
Majestic,3495.8519578439204,439,5,2399.1620136256543,Furnished,Yes,Yes,28682.0
Silk Board,2926.7144575942416,391,2,1618.6072621960923,Furnished,No,No,31998.0
Majestic,3925.877503611113,298,2,4585.905725321683,Furnished,Yes,Yes,18016.0
K.R Puram,3420.2266424798167,405,5,3265.588060028659,Furnished,No,Yes,18300.0
Yelahanka,8322.391067084416,324,4,4900.937449221853,Furnished,No,Yes,15530.0
K.R Puram,2747.9781076790055,259,1,333.8310541337941,Furnished,Yes,Yes,17006.0
Silk Board,7331.5302310658535,293,2,1971.7508645546588,Furnished,Yes,Yes,24144.0
Electronic City,940.5982022858872,422,2,4175.687810494053,Furnished,Yes,Yes,24824.0
Electronic City,9513.963724844156,210,4,2113.4283460607962,Furnished,Yes,Yes,18324.0
K.R Puram,6223.166372485518,515,4,1309.390135216621,Furnished,No,Yes,29857.0
Kengeri,7067.185770445601,266,3,4989.037721585536,Furnished,Yes,No,18727.0
Yelahanka,2980.39332094451,200,4,4365.624448511569,Semi-furnished,Yes,Yes,23193.0
Yelahanka,4120.965687081146,432,4,2732.3683064972424,Furnished,Yes,No,27189.0
Electronic City,2237.783862709762,200,2,2808.5461812330377,Furnished,Yes,Yes,23787.0
Majestic,9325.360858022239,200,1,34.31480293826616,Furnished,Yes,No,18692.0
Silk Board,4881.044471013777,713,2,4904.972904415559,Furnished,Yes,Yes,32041.0
Majestic,6304.4811565799,508,4,4031.475809537458,Furnished,No,Yes,30023.0
Majestic,7342.720305307154,496,3,183.6467977231443,Furnished,Yes,Yes,29705.0
K.R Puram,3711.06091099539,200,1,881.6509607957823,Furnished,Yes,Yes,18761.0
Electronic City,7201.016545391412,322,3,4105.156151487124,Furnished,No,Yes,25146.0
Electronic City,6759.924897563402,536,5,434.32774135980344,Not furnished,Yes,Yes,30453.0
Electronic City,7056.593338739465,445,3,4708.928637547836,Furnished,Yes,Yes,25742.0
K.R Puram,4892.299002046128,520,3,4999.455310753126,Furnished,Yes,Yes,30953.0
Kengeri,3829.3738229161713,617,4,4432.164047901461,Furnished,Yes,Yes,24776.0
Majestic,2220.8218820898983,449,4,3694.519946787584,Furnished,Yes,Yes,30841.0
K.R Puram,8246.263528008929,200,4,2436.4117558438656,Furnished,Yes,No,31138.0
Yelahanka,6083.500465316787,439,4,412.1478817368679,Furnished,Yes,No,22674.0
Silk Board,4443.52196097495,314,4,3652.2311592110095,Furnished,Yes,Yes,34567.0
Kengeri,9439.959067106114,200,3,1984.3257701394323,Furnished,Yes,No,15998.0
Yelahanka,478.38812507038807,484,5,2851.143155733372,Furnished,Yes,Yes,18042.0
Majestic,8501.719452050476,530,4,1466.952380708141,Furnished,No,Yes,21493.0
Electronic City,9975.825929459725,335,5,1210.7800475737074,Furnished,No,No,30982.0
Majestic,8869.421108828674,398,5,1621.4847932320247,Furnished,Yes,Yes,37167.0
K.R Puram,8104.365856156252,200,2,4069.140117068565,Furnished,Yes,No,27421.0
Silk Board,3743.0599340632466,518,2,2132.4577007977996,Furnished,Yes,No,38989.0
K.R Puram,2313.141822622935,468,1,1558.5395598127411,Furnished,Yes,No,28188.0
Kengeri,7348.505204996011,387,2,2164.851986374604,Furnished,Yes,Yes,16076.0
Kengeri,3045.753662885684,200,4,161.43682973234152,Furnished,Yes,No,10865.0
Silk Board,1760.3968215497068,200,5,4453.021414076916,Furnished,Yes,Yes,28813.0
Yelahanka,7865.258871035913,653,1,2758.8077958343915,Not furnished,No,Yes,19930.0
Yelahanka,3125.436522367222,200,2,524.1311356033257,Semi-furnished,Yes,Yes,12118.0
Kengeri,9144.417294873383,370,3,1442.0346597456762,Furnished,Yes,No,11786.0
Kengeri,8406.326448191252,204,1,4917.7637443888725,Furnished,Yes,Yes,9637.0
Electronic City,8476.403295092552,200,4,2965.2871320196155,Furnished,Yes,No,17191.0
Yelahanka,7715.697260558262,417,5,1457.0244344992273,Furnished,Yes,No,19187.0
Silk Board,8808.814237747367,440,4,2131.7283068299707,Furnished,Yes,No,29688.0
Yelahanka,8057.468921781201,200,4,1292.3738971766745,Furnished,Yes,Yes,19484.0
Electronic City,6025.113635747287,516,3,159.021285597698,Furnished,Yes,No,28197.0
K.R Puram,2958.2271858186314,271,3,4210.15016076027,Furnished,No,Yes,28338.0
Kengeri,8882.091932141491,200,5,1462.39320853998,Furnished,No,Yes,12855.0
Kengeri,8406.036227731918,200,2,4192.05369427506,Furnished,No,No,11409.0
Electronic City,4728.793222105451,480,4,2392.785333569617,Furnished,Yes,Yes,29372.0
Silk Board,390.78686001955185,200,2,914.473184738136,Furnished,Yes,Yes,25527.0
Kengeri,6385.437274019135,200,5,4009.343466023293,Furnished,Yes,Yes,13707.0
Majestic,505.9685367658173,414,4,1885.5574052789725,Furnished,Yes,Yes,36611.0
Kengeri,9262.799618484072,394,2,3538.645939033102,Semi-furnished,Yes,Yes,11669.0
Majestic,9616.312566253071,200,4,4186.1483451436625,Semi-furnished,Yes,No,28767.0
Electronic City,1894.9014589960423,542,3,4814.928281719269,Furnished,Yes,No,17654.0
Electronic City,6763.8937805491,200,3,429.0726629312097,Furnished,Yes,Yes,28182.0
Kengeri,922.6900456276277,318,1,41.93240920218666,Furnished,Yes,Yes,24517.0
Yelahanka,7295.169285731221,298,5,2742.124907612237,Furnished,Yes,Yes,16501.0
Majestic,3472.876661526746,299,2,1321.2048093750007,Furnished,No,Yes,18856.0
Silk Board,6810.501117304453,320,4,2345.5089487178816,Furnished,No,No,22451.0
Kengeri,3728.7650920217784,316,1,363.2934357805373,Not furnished,Yes,Yes,10975.0
Silk Board,1455.6750983323575,314,5,2507.945233366798,Furnished,No,Yes,30774.0
Kengeri,4061.0998050255785,322,5,624.278265890702,Furnished,Yes,No,13392.0
Yelahanka,1126.7352663479003,512,5,4192.938790995256,Furnished,Yes,Yes,25982.0
Yelahanka,5768.832749769458,315,2,3797.4340131822837,Furnished,No,Yes,27696.0
Yelahanka,409.5153214947977,453,3,370.3678910862107,Semi-furnished,Yes,No,26985.0
K.R Puram,5273.196795998597,372,1,4181.751773639671,Furnished,No,Yes,23572.0
Yelahanka,8863.686470955408,404,2,1624.792462123113,Furnished,Yes,No,20433.0
Electronic City,8378.732701193627,466,4,1764.2987143866546,Furnished,Yes,Yes,26632.0
Electronic City,8827.816996264968,200,2,899.0178712078078,Furnished,Yes,Yes,16118.0
K.R Puram,9220.488021271072,444,4,4176.52060746239,Furnished,Yes,Yes,20111.0
Majestic,1045.2788787569423,318,4,2023.5288192421242,Semi-furnished,Yes,Yes,19648.0
Silk Board,1287.4720287571306,205,5,244.17935340156848,Furnished,Yes,Yes,24298.0
Kengeri,5570.068063131286,466,2,4831.248139130815,Semi-furnished,Yes,Yes,15649.0
Kengeri,8939.726684244293,286,3,1279.436069804311,Furnished,Yes,Yes,21735.0
K.R Puram,9743.494565240308,406,4,4680.88638953236,Furnished,Yes,Yes,23604.0
Electronic City,462.61917339999957,200,5,1506.1918132338026,Not furnished,Yes,Yes,33566.0
Kengeri,3557.7408420066013,458,3,4157.13297349057,Not furnished,Yes,Yes,18916.0
Electronic City,2128.9425465999348,738,2,3321.097462295954,Not furnished,Yes,Yes,34056.0
Majestic,7559.658489312481,348,3,4306.417159947823,Furnished,Yes,Yes,34153.0
Silk Board,6401.93868537032,310,2,4880.589933514487,Furnished,Yes,Yes,28429.0
Majestic,1198.880314838454,280,4,4357.418417283064,Furnished,Yes,No,19098.0
K.R Puram,4835.220673649715,433,1,2018.3258075001027,Furnished,No,Yes,21357.0
Yelahanka,6854.4052237129135,304,1,4072.517407475814,Furnished,Yes,Yes,28860.0
Yelahanka,7790.053939240377,447,4,3558.2540515354654,Furnished,Yes,Yes,15601.0
Yelahanka,200.52709784008528,608,3,308.0183541582671,Furnished,Yes,Yes,25550.0
Majestic,8904.695739838899,476,2,4648.800488688121,Furnished,Yes,Yes,35728.0
Kengeri,5692.813829505244,323,1,2329.8054581341557,Furnished,Yes,No,22180.0
Silk Board,8119.091149599047,200,2,672.2528284812795,Furnished,Yes,Yes,29935.0
Yelahanka,8079.380300142834,288,4,2126.89048599073,Semi-furnished,Yes,Yes,26205.0
K.R Puram,1898.5266027096914,325,3,3015.7062256073873,Furnished,Yes,Yes,18645.0
K.R Puram,1101.721202536331,200,2,2864.7306254195482,Furnished,Yes,Yes,16316.0
Yelahanka,7212.872689738267,513,3,2873.968233931515,Furnished,Yes,Yes,19842.0
Yelahanka,1564.2691882161907,435,1,1279.1964157586683,Semi-furnished,Yes,Yes,27278.0
Silk Board,8499.374914047237,200,2,3163.5122471059453,Not furnished,Yes,Yes,31699.0
Yelahanka,7261.894838621051,200,5,4537.074168888314,Furnished,Yes,Yes,23824.0
Silk Board,8418.253643652626,457,1,1943.3347327580036,Furnished,No,Yes,24717.0
K.R Puram,2990.1267960934606,200,3,3152.901413100549,Furnished,Yes,Yes,31626.0
Yelahanka,3165.9806041056904,362,4,1219.9350350362308,Furnished,No,No,24694.0
Majestic,6712.215563463176,288,5,241.4051009435092,Furnished,Yes,Yes,22051.0
Majestic,314.4595505894754,469,2,2928.656819597026,Furnished,Yes,Yes,30838.0
K.R Puram,7264.967463374227,471,1,237.74901092612933,Furnished,No,Yes,20750.0
Silk Board,8357.830708546013,226,2,3617.9229746023666,Furnished,Yes,Yes,32925.0
Majestic,4151.635866041041,483,2,3351.7634890088207,Furnished,Yes,Yes,30425.0
Silk Board,7648.788300884687,306,5,1846.6250945065772,Furnished,Yes,Yes,21398.0
Majestic,1746.1091698226194,352,5,2056.450548239909,Not furnished,Yes,Yes,30660.0
Majestic,3222.6039381948467,355,5,4588.804682386499,Furnished,Yes,No,32093.0
Silk Board,9743.049631104774,687,5,65.66812761531371,Furnished,No,Yes,21913.0
Kengeri,9863.281735601262,332,4,2816.51690411496,Furnished,Yes,Yes,13503.0
Majestic,5126.05053021588,200,3,4616.805628672317,Furnished,Yes,Yes,25725.0
Yelahanka,9342.69791463877,242,5,4569.936238847984,Not furnished,Yes,Yes,23256.0
K.R Puram,5227.306780568546,460,1,2923.2788191234627,Furnished,Yes,No,17445.0
Kengeri,2915.8812816115733,307,2,1906.1499945479898,Semi-furnished,No,Yes,10483.0
Silk Board,2668.9928809877183,352,5,494.5176316618699,Not furnished,Yes,Yes,21483.0
Kengeri,9295.057053681488,285,1,868.9210190617524,Furnished,Yes,Yes,22341.0
Electronic City,1724.4638897385912,200,4,3398.366776018307,Furnished,Yes,No,32646.0
Electronic City,5796.324582018182,233,1,83.17041904883915,Semi-furnished,Yes,Yes,31667.0
Majestic,5555.250680627196,338,1,4417.427882039912,Semi-furnished,No,Yes,30055.0
Majestic,7396.216846529949,200,4,2939.6723507294178,Not furnished,Yes,Yes,18968.0
Yelahanka,4992.429075247747,200,4,225.7333113238208,Semi-furnished,Yes,Yes,27170.0
K.R Puram,2722.856607081342,298,2,1198.8371009581629,Furnished,No,Yes,28184.0
Kengeri,1693.9649963157854,300,5,2971.0045528382734,Furnished,Yes,Yes,23264.0
Electronic City,6208.188035058918,409,1,178.00632729907562,Furnished,Yes,Yes,15196.0
Majestic,7189.907568532331,308,3,3899.9370097888113,Furnished,Yes,Yes,24337.0
K.R Puram,5695.212786820326,403,3,4599.610334153016,Furnished,Yes,No,23559.0
Kengeri,7383.512771211947,244,2,4806.1019665096865,Furnished,Yes,No,17844.0
Majestic,1415.2120244996013,381,3,3668.296234502626,Furnished,No,Yes,21006.0
Majestic,8824.701949431355,570,2,4284.127354197585,Semi-furnished,Yes,Yes,37005.0
Electronic City,5823.955084085031,393,5,3053.537311648682,Furnished,Yes,Yes,22049.0
Electronic City,1268.4392689259716,314,2,2292.718322707872,Furnished,Yes,Yes,23845.0
Majestic,4619.25204205735,208,4,3565.6737668610363,Furnished,Yes,Yes,32458.0
Silk Board,8447.917378659115,363,4,1120.903321313475,Furnished,Yes,Yes,37390.0
Majestic,8975.621934531602,317,4,548.9216309777512,Furnished,Yes,Yes,36714.0
K.R Puram,2646.495049987615,434,4,3809.254880644493,Not furnished,Yes,No,22681.0
Majestic,7112.65824710453,200,4,4790.933964929345,Furnished,No,Yes,30834.0
Yelahanka,999.8524748377669,321,4,2887.3966616401176,Furnished,Yes,No,24612.0
